time,open,high,low,close,volume
1602245700,11052.0,11063.0,11051.5,11063.0,3326947.0
1602246000,11063.0,11063.0,11056.0,11058.0,1247878.0
1602246300,11058.0,11066.0,11057.0,11059.5,2077099.0
1602246600,11059.5,11065.0,11059.5,11061.0,2045741.0
1602246900,11061.0,11071.5,11060.5,11066.0,6172803.0
1602247200,11066.0,11075.0,11066.0,11075.0,3547956.0
1602247500,11075.0,11102.5,11074.5,11099.0,13234714.0
1602247800,11099.0,11099.5,11068.0,11068.5,6562792.0
1602248100,11068.5,11073.5,11061.0,11070.0,2938189.0
1602248400,11070.0,11075.5,11064.0,11075.0,2532357.0
1602248700,11075.0,11085.0,11073.5,11073.5,4286610.0
1602249000,11073.5,11073.5,11067.0,11067.0,1139043.0
1602249300,11067.0,11067.5,11056.0,11056.0,1942538.0
1602249600,11056.0,11065.5,11054.5,11058.0,2481622.0
1602249900,11058.0,11061.5,11057.5,11061.0,860880.0
1602250200,11061.0,11073.0,11055.0,11072.5,3874126.0
1602250500,11072.5,11076.0,11069.5,11072.0,3825211.0
1602250800,11072.0,11073.0,11072.0,11072.5,831135.0
1602251100,11072.5,11080.0,11072.5,11080.0,2812550.0
1602251400,11080.0,11080.0,11073.5,11076.0,1865269.0
1602251700,11076.0,11081.0,11075.0,11075.0,1489864.0
1602252000,11075.0,11080.5,11073.5,11080.5,2460840.0
1602252300,11080.5,11080.5,11072.0,11073.5,2104434.0
1602252600,11073.5,11077.0,11073.0,11073.0,655990.0
1602252900,11073.0,11077.0,11073.0,11076.5,952309.0
1602253200,11076.5,11077.0,11073.0,11073.5,667881.0
1602253500,11073.5,11073.5,11051.5,11055.0,8430135.0
1602253800,11055.0,11055.5,11042.5,11043.0,7374776.0
1602254100,11043.0,11057.0,11042.5,11057.0,1737907.0
1602254400,11057.0,11057.0,11056.5,11056.5,435952.0
1602254700,11056.5,11057.0,11056.5,11057.0,512469.0
1602255000,11057.0,11061.0,11056.5,11061.0,2382234.0
1602255300,11061.0,11070.0,11061.0,11062.5,4295477.0
1602255600,11062.5,11070.0,11060.0,11060.5,1580736.0
1602255900,11060.5,11060.5,11050.0,11054.0,2814120.0
1602256200,11054.0,11066.5,11053.5,11066.5,1193490.0
1602256500,11066.5,11066.5,11066.0,11066.5,274706.0
1602256800,11066.5,11066.5,11053.5,11054.0,1932389.0
1602257100,11054.0,11060.0,11053.5,11059.5,670944.0
1602257400,11059.5,11067.5,11059.5,11067.0,1370349.0
1602257700,11067.0,11072.0,11060.0,11063.0,2715049.0
1602258000,11063.0,11069.5,11062.5,11069.5,2827538.0
1602258300,11069.5,11080.0,11069.0,11079.5,3078637.0
1602258600,11079.5,11095.0,11075.5,11094.5,4802235.0
1602258900,11094.5,11096.0,11085.5,11094.0,4738612.0
1602259200,11094.0,11102.5,11064.0,11066.0,13629122.0
1602259500,11066.0,11066.0,11055.5,11059.0,3734333.0
1602259800,11059.0,11067.0,11059.0,11066.5,3767370.0
1602260100,11066.5,11070.0,11066.5,11066.5,1681245.0
1602260400,11066.5,11069.0,11066.5,11068.5,2394398.0
1602260700,11068.5,11069.5,11068.0,11068.5,5173592.0
1602261000,11068.5,11068.5,11068.0,11068.0,1845385.0
1602261300,11068.0,11068.5,11068.0,11068.5,767059.0
1602261600,11068.5,11068.5,11060.0,11060.0,2370308.0
1602261900,11060.0,11060.5,11058.5,11059.0,1053035.0
1602262200,11059.0,11059.5,11057.5,11059.5,3056709.0
1602262500,11059.5,11059.5,11057.5,11057.5,625194.0
1602262800,11057.5,11058.0,11055.5,11056.0,1218521.0
1602263100,11056.0,11059.0,11055.5,11059.0,2336062.0
1602263400,11059.0,11065.0,11058.5,11064.5,1288516.0
1602263700,11064.5,11065.0,11064.5,11064.5,535896.0
1602264000,11064.5,11065.0,11064.5,11065.0,444476.0
1602264300,11065.0,11065.0,11056.5,11056.5,1221280.0
1602264600,11056.5,11057.0,11056.5,11057.0,584087.0
1602264900,11057.0,11057.0,11056.5,11057.0,1646752.0
1602265200,11057.0,11057.0,11056.5,11056.5,101409.0
1602265500,11056.5,11060.0,11056.5,11059.5,2611660.0
1602265800,11059.5,11062.5,11059.5,11061.5,1125014.0
1602266100,11061.5,11062.0,11061.5,11062.0,554832.0
1602266400,11062.0,11062.0,11057.0,11057.0,1687250.0
1602266700,11057.0,11057.5,11046.5,11047.0,2752067.0
1602267000,11047.0,11050.0,11042.5,11050.0,3059286.0
1602267300,11050.0,11050.0,11043.5,11044.0,395070.0
1602267600,11044.0,11047.0,11043.5,11047.0,1253020.0
1602267900,11047.0,11049.0,11046.5,11048.5,854527.0
1602268200,11048.5,11055.0,11048.5,11054.5,1932249.0
1602268500,11054.5,11055.0,11045.0,11045.0,1426998.0
1602268800,11045.0,11046.5,11043.0,11044.0,1526259.0
1602269100,11044.0,11045.0,11044.0,11045.0,1059015.0
1602269400,11045.0,11044.5,11042.5,11043.0,1943636.0
1602269700,11043.0,11051.0,11042.5,11050.5,1007724.0
1602270000,11050.5,11051.0,11044.5,11044.5,1389642.0
1602270300,11044.5,11044.0,11025.0,11031.0,7949019.0
1602270600,11031.0,11038.0,11030.5,11038.0,1199944.0
1602270900,11038.0,11044.0,11037.5,11044.0,1181915.0
1602271200,11044.0,11050.0,11043.5,11049.5,583202.0
1602271500,11049.5,11051.5,11049.5,11051.5,376112.0
1602271800,11051.5,11057.0,11050.0,11050.5,3727276.0
1602272100,11050.5,11050.5,11041.5,11042.0,669108.0
1602272400,11042.0,11042.0,11037.5,11038.0,920998.0
1602272700,11038.0,11038.0,11033.5,11033.5,497190.0
1602273000,11033.5,11034.0,11033.5,11034.0,123557.0
1602273300,11034.0,11045.0,11033.5,11041.5,4944620.0
1602273600,11041.5,11055.0,11041.5,11055.0,3238572.0
1602273900,11055.0,11055.0,11046.5,11050.5,2206527.0
1602274200,11050.5,11054.5,11050.0,11054.0,2043473.0
1602274500,11054.0,11054.5,11047.5,11049.5,2312633.0
1602274800,11049.5,11053.0,11049.0,11050.0,716787.0
1602275100,11050.0,11050.5,11049.0,11049.5,576484.0
1602275400,11049.5,11053.5,11047.0,11050.5,2456975.0
1602275700,11050.5,11051.0,11050.5,11050.5,194217.0
1602276000,11050.5,11051.0,11044.0,11044.0,1615269.0
1602276300,11044.0,11044.5,11044.0,11044.0,215432.0
1602276600,11044.0,11044.5,11038.5,11040.5,2050495.0
1602276900,11040.5,11041.0,11040.5,11040.5,914624.0
1602277200,11040.5,11041.0,11040.0,11040.0,1159288.0
1602277500,11040.0,11040.5,11040.0,11040.0,54437.0
1602277800,11040.0,11040.5,11038.5,11039.0,1201330.0
1602278100,11039.0,11039.0,11035.5,11035.5,536265.0
1602278400,11035.5,11036.0,11030.0,11030.5,1010697.0
1602278700,11030.5,11030.5,11025.0,11025.5,1084715.0
1602279000,11025.5,11025.5,11025.0,11025.5,281741.0
1602279300,11025.5,11042.0,11025.0,11042.0,4459360.0
1602279600,11042.0,11044.0,11041.5,11043.5,421820.0
1602279900,11043.5,11049.0,11043.5,11048.5,715596.0
1602280200,11048.5,11050.0,11048.0,11050.0,492282.0
1602280500,11050.0,11054.5,11049.5,11054.0,600519.0
1602280800,11054.0,11055.5,11054.0,11055.0,3405399.0
1602281100,11055.0,11055.5,11054.0,11054.5,2790196.0
1602281400,11054.5,11054.5,11054.0,11054.5,404524.0
1602281700,11054.5,11054.5,11051.5,11052.0,404114.0
1602282000,11052.0,11054.0,11051.0,11054.0,2227606.0
1602282300,11054.0,11054.5,11050.0,11050.0,1413770.0
1602282600,11050.0,11050.5,11050.0,11050.5,711200.0
1602282900,11050.5,11050.5,11050.0,11050.5,94761.0
1602283200,11050.5,11050.5,11050.0,11050.5,57243.0
1602283500,11050.5,11057.0,11050.0,11056.5,2957049.0
1602283800,11056.5,11077.0,11056.5,11076.5,4165686.0
1602284100,11076.5,11077.0,11076.5,11077.0,449343.0
1602284400,11077.0,11082.0,11076.5,11081.5,1650388.0
1602284700,11081.5,11097.0,11081.5,11082.5,5196766.0
1602285000,11082.5,11082.5,11078.0,11078.0,994336.0
1602285300,11078.0,11078.5,11078.0,11078.0,471820.0
1602285600,11078.0,11097.0,11078.0,11096.5,4309107.0
1602285900,11096.5,11097.0,11080.0,11080.0,2651124.0
1602286200,11080.0,11080.5,11071.5,11071.5,4804390.0
1602286500,11071.5,11073.5,11058.0,11073.0,4733725.0
1602286800,11073.0,11073.5,11068.5,11069.0,1161794.0
1602287100,11069.0,11071.0,11063.0,11063.5,1598894.0
1602287400,11063.5,11069.5,11063.0,11066.0,2356980.0
1602287700,11066.0,11066.0,11056.0,11056.5,900093.0
1602288000,11056.5,11056.5,11055.5,11056.0,2112556.0
1602288300,11056.0,11070.5,11055.5,11066.0,4187432.0
1602288600,11066.0,11072.0,11065.5,11072.0,964514.0
1602288900,11072.0,11078.0,11071.5,11077.5,1266918.0
1602289200,11077.5,11088.0,11077.5,11087.5,3234559.0
1602289500,11087.5,11096.0,11082.5,11090.5,6613569.0
1602289800,11090.5,11092.0,11083.5,11084.0,2836217.0
1602290100,11084.0,11084.5,11082.5,11082.5,879237.0
1602290400,11082.5,11083.0,11075.0,11075.0,828581.0
1602290700,11075.0,11075.5,11075.0,11075.5,93200.0
1602291000,11075.5,11077.0,11074.5,11074.5,2641548.0
1602291300,11074.5,11078.0,11073.5,11078.0,981913.0
1602291600,11078.0,11078.0,11066.0,11066.0,2895973.0
1602291900,11066.0,11070.5,11062.5,11070.0,1638868.0
1602292200,11070.0,11070.5,11070.0,11070.0,178652.0
1602292500,11070.0,11073.5,11070.0,11073.0,573015.0
1602292800,11073.0,11081.5,11073.0,11081.0,2498537.0
1602293100,11081.0,11087.0,11081.0,11082.0,2657099.0
1602293400,11082.0,11087.5,11082.0,11087.0,743285.0
1602293700,11087.0,11088.0,11084.5,11087.5,1136188.0
1602294000,11087.5,11096.0,11087.5,11096.0,2209761.0
1602294300,11096.0,11096.0,11091.0,11092.0,3590423.0
1602294600,11092.0,11095.5,11091.5,11095.5,1843570.0
1602294900,11095.5,11096.0,11095.0,11096.0,372266.0
1602295200,11096.0,11096.5,11091.0,11096.0,1927334.0
1602295500,11096.0,11450.0,11096.0,11352.0,162411890.0
1602295800,11352.0,11366.0,11327.0,11362.0,15160627.0
1602296100,11362.0,11375.0,11344.0,11363.5,10352930.0
1602296400,11363.5,11460.5,11363.0,11397.0,25968035.0
1602296700,11397.0,11397.5,11385.0,11392.0,10379616.0
1602297000,11392.0,11398.5,11383.0,11394.0,6040220.0
1602297300,11394.0,11433.5,11385.0,11413.0,13449794.0
1602297600,11413.0,11425.0,11410.0,11416.0,4659241.0
1602297900,11416.0,11416.0,11388.5,11394.5,4172603.0
1602298200,11394.5,11394.5,11383.0,11384.0,3856732.0
1602298500,11384.0,11390.5,11382.0,11390.0,6490386.0
1602298800,11390.0,11410.0,11390.0,11392.0,4788081.0
1602299100,11392.0,11400.5,11391.5,11395.0,1102187.0
1602299400,11395.0,11490.0,11395.0,11450.5,26207109.0
1602299700,11450.5,11462.0,11435.5,11439.5,10188149.0
1602300000,11439.5,11440.0,11428.0,11429.0,4598416.0
1602300300,11429.0,11429.5,11393.5,11400.0,9858185.0
1602300600,11400.0,11412.5,11399.5,11411.0,4429518.0
1602300900,11411.0,11415.0,11404.5,11405.5,2311065.0
1602301200,11405.5,11415.0,11405.5,11415.0,1853535.0
1602301500,11415.0,11417.5,11414.5,11417.5,1311270.0
1602301800,11417.5,11423.5,11417.0,11423.0,3292388.0
1602302100,11423.0,11424.0,11408.0,11414.0,3665529.0
1602302400,11414.0,11429.0,11413.5,11429.0,3706033.0
1602302700,11429.0,11428.5,11407.0,11407.5,6017042.0
1602303000,11407.5,11407.5,11404.5,11404.5,2519349.0
1602303300,11404.5,11404.5,11404.0,11404.5,688217.0
1602303600,11404.5,11404.5,11389.5,11396.5,4748005.0
1602303900,11396.5,11399.0,11394.0,11394.0,1416913.0
1602304200,11394.0,11396.5,11385.5,11396.0,3864215.0
1602304500,11396.0,11410.0,11396.0,11406.5,2954266.0
1602304800,11406.5,11407.0,11403.5,11403.5,617679.0
1602305100,11403.5,11404.0,11398.5,11398.5,1083018.0
1602305400,11398.5,11415.0,11398.5,11415.0,3676737.0
1602305700,11415.0,11415.0,11406.0,11406.0,1846297.0
1602306000,11406.0,11406.5,11396.0,11396.0,1160864.0
1602306300,11396.0,11396.5,11394.5,11394.5,886119.0
1602306600,11394.5,11395.0,11391.5,11391.5,1137231.0
1602306900,11391.5,11396.0,11391.5,11395.5,1019822.0
1602307200,11395.5,11400.0,11395.5,11400.0,1787680.0
1602307500,11400.0,11409.0,11399.5,11407.5,2082833.0
1602307800,11407.5,11407.5,11399.5,11399.5,1310326.0
1602308100,11399.5,11399.5,11397.5,11398.0,424130.0
1602308400,11398.0,11398.0,11389.0,11389.0,2135573.0
1602308700,11389.0,11389.0,11370.5,11376.5,5946323.0
1602309000,11376.5,11377.5,11370.0,11377.5,4161834.0
1602309300,11377.5,11382.5,11377.0,11379.0,1609272.0
1602309600,11379.0,11383.0,11379.0,11383.0,1274048.0
1602309900,11383.0,11392.5,11382.5,11392.0,1497225.0
1602310200,11392.0,11392.0,11389.0,11389.0,827776.0
1602310500,11389.0,11392.5,11387.5,11387.5,3260186.0
1602310800,11387.5,11387.5,11366.5,11382.5,6269854.0
1602311100,11382.5,11385.0,11381.0,11381.0,928941.0
1602311400,11381.0,11392.0,11381.0,11391.5,2183687.0
1602311700,11391.5,11392.0,11391.5,11391.5,472346.0
1602312000,11391.5,11392.0,11383.5,11389.0,1345290.0
1602312300,11389.0,11389.5,11389.0,11389.5,124467.0
1602312600,11389.5,11389.5,11375.5,11378.0,3003305.0
1602312900,11378.0,11378.0,11358.0,11358.0,6351696.0
1602313200,11358.0,11371.0,11356.0,11371.0,5451791.0
1602313500,11371.0,11373.0,11367.0,11367.0,1758557.0
1602313800,11367.0,11378.0,11367.0,11378.0,2139918.0
1602314100,11378.0,11378.0,11377.5,11377.5,233217.0
1602314400,11377.5,11381.5,11377.5,11381.0,542233.0
1602314700,11381.0,11383.0,11381.0,11382.5,475282.0
1602315000,11382.5,11383.5,11382.5,11383.5,2185483.0
1602315300,11383.5,11383.5,11375.5,11375.5,1650207.0
1602315600,11375.5,11375.5,11366.0,11366.0,1125527.0
1602315900,11366.0,11381.0,11366.0,11381.0,3890512.0
1602316200,11381.0,11383.5,11380.5,11383.0,682434.0
1602316500,11383.0,11383.5,11383.0,11383.0,180434.0
1602316800,11383.0,11383.5,11379.5,11379.5,1529059.0
1602317100,11379.5,11380.0,11379.5,11379.5,257238.0
1602317400,11379.5,11380.0,11367.5,11367.5,1499801.0
1602317700,11367.5,11371.0,11367.5,11370.5,2427526.0
1602318000,11370.5,11377.0,11370.5,11376.5,901188.0
1602318300,11376.5,11383.5,11376.5,11383.0,1054620.0
1602318600,11383.0,11383.5,11383.0,11383.0,606663.0
1602318900,11383.0,11383.5,11383.0,11383.5,119265.0
1602319200,11383.5,11393.5,11383.0,11393.0,2700265.0
1602319500,11393.0,11395.0,11393.0,11395.0,2318630.0
1602319800,11395.0,11395.0,11388.5,11389.0,3497523.0
1602320100,11389.0,11389.0,11375.0,11375.0,2680851.0
1602320400,11375.0,11383.5,11375.0,11383.5,2283237.0
1602320700,11383.5,11386.5,11383.0,11386.0,1278558.0
1602321000,11386.0,11386.5,11375.5,11375.5,1995791.0
1602321300,11375.5,11376.0,11371.0,11371.0,1739203.0
1602321600,11371.0,11371.5,11359.0,11370.5,3330219.0
1602321900,11370.5,11371.0,11360.0,11364.0,2903870.0
1602322200,11364.0,11365.5,11358.0,11365.5,2842043.0
1602322500,11365.5,11376.0,11365.0,11375.5,1741163.0
1602322800,11375.5,11376.0,11359.0,11359.0,2721023.0
1602323100,11359.0,11359.5,11285.5,11319.0,34772401.0
1602323400,11319.0,11328.5,11316.5,11323.0,4134916.0
1602323700,11323.0,11326.5,11318.0,11323.0,2309199.0
1602324000,11323.0,11323.5,11305.5,11315.0,4484716.0
1602324300,11315.0,11317.5,11302.5,11302.5,3562149.0
1602324600,11302.5,11307.0,11235.0,11269.0,27063972.0
1602324900,11269.0,11290.0,11268.5,11280.5,7190020.0
1602325200,11280.5,11312.0,11280.0,11303.5,4902398.0
1602325500,11303.5,11303.5,11296.0,11300.0,2580523.0
1602325800,11300.0,11300.5,11296.0,11296.0,1276686.0
1602326100,11296.0,11315.5,11295.0,11315.5,6020230.0
1602326400,11315.5,11315.5,11310.0,11310.5,2515258.0
1602326700,11310.5,11310.5,11305.0,11305.5,673469.0
1602327000,11305.5,11305.5,11305.0,11305.5,597504.0
1602327300,11305.5,11325.0,11305.0,11320.0,5803124.0
1602327600,11320.0,11347.5,11316.0,11333.5,7418340.0
1602327900,11333.5,11364.0,11333.5,11338.5,9199112.0
1602328200,11338.5,11339.0,11328.5,11334.0,3230408.0
1602328500,11334.0,11334.5,11329.5,11330.0,949204.0
1602328800,11330.0,11330.0,11320.0,11320.5,1633580.0
1602329100,11320.5,11320.5,11315.5,11315.5,995349.0
1602329400,11315.5,11316.0,11312.5,11316.0,2112443.0
1602329700,11316.0,11316.5,11315.5,11316.0,842340.0
1602330000,11316.0,11317.5,11316.0,11317.5,1162593.0
1602330300,11317.5,11324.0,11317.0,11324.0,815992.0
1602330600,11324.0,11334.0,11323.5,11333.5,1808827.0
1602330900,11333.5,11334.0,11329.5,11329.5,1822400.0
1602331200,11329.5,11344.5,11323.5,11340.0,2648373.0
1602331500,11340.0,11345.0,11330.0,11330.0,1320498.0
1602331800,11330.0,11330.5,11323.0,11323.0,1108115.0
1602332100,11323.0,11323.5,11311.5,11319.0,2631789.0
1602332400,11319.0,11319.5,11291.0,11308.0,3979733.0
1602332700,11308.0,11310.0,11307.5,11309.5,547952.0
1602333000,11309.5,11310.0,11295.5,11296.0,2465456.0
1602333300,11296.0,11323.0,11293.5,11323.0,3186577.0
1602333600,11323.0,11334.0,11322.5,11325.0,2592716.0
1602333900,11325.0,11342.0,11325.0,11342.0,3038641.0
1602334200,11342.0,11342.0,11341.5,11342.0,274527.0
1602334500,11342.0,11352.5,11341.5,11352.5,2007217.0
1602334800,11352.5,11358.5,11351.5,11352.0,2314437.0
1602335100,11352.0,11352.0,11347.0,11347.5,1464676.0
1602335400,11347.5,11347.5,11331.0,11336.5,2802583.0
1602335700,11336.5,11339.0,11336.5,11337.5,310352.0
1602336000,11337.5,11337.5,11323.0,11323.0,1003974.0
1602336300,11323.0,11333.0,11322.5,11332.0,2319602.0
1602336600,11332.0,11332.0,11322.5,11324.5,2750040.0
1602336900,11324.5,11326.5,11324.0,11325.5,917313.0
1602337200,11325.5,11370.0,11325.0,11360.5,6129706.0
1602337500,11360.5,11392.5,11354.5,11376.5,8705133.0
1602337800,11376.5,11376.5,11354.0,11354.0,5002664.0
1602338100,11354.0,11366.0,11354.0,11357.0,1217137.0
1602338400,11357.0,11357.5,11351.5,11354.5,3454558.0
1602338700,11354.5,11355.0,11342.0,11342.5,2361301.0
1602339000,11342.5,11347.0,11342.0,11346.5,674864.0
1602339300,11346.5,11347.5,11341.0,11347.0,1760726.0
1602339600,11347.0,11347.5,11347.0,11347.5,415786.0
1602339900,11347.5,11347.5,11332.0,11332.5,2740325.0
1602340200,11332.5,11339.0,11332.0,11338.5,1009638.0
1602340500,11338.5,11353.0,11338.5,11352.5,2101179.0
1602340800,11352.5,11364.0,11347.5,11356.0,3017230.0
1602341100,11356.0,11356.0,11347.0,11347.5,1654839.0
1602341400,11347.5,11351.0,11345.0,11350.5,1651493.0
1602341700,11350.5,11359.5,11350.5,11359.0,948998.0
1602342000,11359.0,11375.5,11359.0,11375.5,3644603.0
1602342300,11375.5,11385.0,11375.5,11381.5,5414149.0
1602342600,11381.5,11382.0,11371.0,11376.5,2314083.0
1602342900,11376.5,11383.5,11370.0,11370.0,1343147.0
1602343200,11370.0,11380.0,11368.0,11379.5,4872754.0
1602343500,11379.5,11385.0,11379.5,11383.0,2598537.0
1602343800,11383.0,11383.5,11370.0,11370.0,2399844.0
1602344100,11370.0,11376.5,11370.0,11376.0,1098344.0
1602344400,11376.0,11385.0,11376.0,11384.5,1921971.0
1602344700,11384.5,11423.0,11370.0,11370.5,13657417.0
1602345000,11370.5,11370.5,11319.0,11351.0,17802478.0
1602345300,11351.0,11357.0,11335.0,11357.0,5157920.0
1602345600,11357.0,11381.5,11347.0,11361.0,10296232.0
1602345900,11361.0,11361.0,11340.5,11342.0,4035280.0
1602346200,11342.0,11354.5,11340.0,11340.0,1766305.0
1602346500,11340.0,11353.0,11326.5,11341.5,5297607.0
1602346800,11341.5,11348.5,11341.0,11346.5,656315.0
1602347100,11346.5,11348.0,11344.5,11347.5,860361.0
1602347400,11347.5,11350.0,11335.5,11336.0,2225019.0
1602347700,11336.0,11336.0,11321.5,11335.5,3842711.0
1602348000,11335.5,11339.5,11330.5,11339.5,1046787.0
1602348300,11339.5,11347.0,11339.0,11346.5,1193359.0
1602348600,11346.5,11347.0,11336.5,11339.0,1659979.0
1602348900,11339.0,11344.0,11335.5,11339.0,1147231.0
1602349200,11339.0,11344.0,11336.5,11343.5,726436.0
1602349500,11343.5,11354.5,11343.5,11354.5,2327408.0
1602349800,11354.5,11361.0,11354.0,11361.0,1398488.0
1602350100,11361.0,11373.0,11360.5,11373.0,1733446.0
1602350400,11373.0,11373.0,11360.5,11364.0,1656427.0
1602350700,11364.0,11364.0,11357.5,11360.5,2034298.0
1602351000,11360.5,11363.5,11353.0,11353.5,1241637.0
1602351300,11353.5,11353.5,11347.0,11349.5,1312802.0
1602351600,11349.5,11351.0,11347.5,11350.5,993410.0
1602351900,11350.5,11356.5,11350.5,11356.5,453511.0
1602352200,11356.5,11356.5,11352.0,11354.0,328926.0
1602352500,11354.0,11362.0,11353.5,11360.5,1417864.0
1602352800,11360.5,11360.5,11356.5,11357.0,456146.0
1602353100,11357.0,11357.0,11356.5,11356.5,59600.0
1602353400,11356.5,11357.0,11353.5,11353.5,1223724.0
1602353700,11353.5,11354.5,11349.5,11351.0,1974221.0
1602354000,11351.0,11358.5,11350.5,11356.0,1268851.0
1602354300,11356.0,11359.0,11356.0,11359.0,507087.0
1602354600,11359.0,11359.0,11358.5,11358.5,244248.0
1602354900,11358.5,11376.0,11358.5,11368.5,4248220.0
1602355200,11368.5,11376.0,11368.5,11373.0,1785025.0
1602355500,11373.0,11375.0,11368.5,11369.0,2318035.0
1602355800,11369.0,11374.5,11368.5,11370.5,834116.0
1602356100,11370.5,11373.5,11370.0,11371.0,958935.0
1602356400,11371.0,11371.0,11355.0,11355.0,3018546.0
1602356700,11355.0,11359.5,11349.5,11354.0,6469767.0
1602357000,11354.0,11362.0,11351.0,11356.5,1952437.0
1602357300,11356.5,11367.5,11350.5,11364.5,3211944.0
1602357600,11364.5,11375.0,11364.0,11371.5,3407687.0
1602357900,11371.5,11372.0,11368.0,11368.5,486990.0
1602358200,11368.5,11372.0,11363.0,11369.5,3018750.0
1602358500,11369.5,11374.0,11369.5,11373.5,1479257.0
1602358800,11373.5,11375.5,11370.0,11370.5,2037537.0
1602359100,11370.5,11370.5,11369.5,11370.0,394702.0
1602359400,11370.0,11374.5,11367.0,11367.0,2780038.0
1602359700,11367.0,11367.5,11360.5,11361.0,1044509.0
1602360000,11361.0,11361.0,11347.0,11347.5,1993932.0
1602360300,11347.5,11362.5,11347.5,11357.5,2172279.0
1602360600,11357.5,11359.5,11352.0,11359.0,1116217.0
1602360900,11359.0,11359.5,11353.0,11356.5,1487566.0
1602361200,11356.5,11366.0,11356.5,11366.0,890101.0
1602361500,11366.0,11369.5,11365.5,11369.0,586922.0
1602361800,11369.0,11369.5,11364.0,11366.5,1874605.0
1602362100,11366.5,11369.0,11364.5,11368.5,897524.0
1602362400,11368.5,11373.0,11368.5,11373.0,2493345.0
1602362700,11373.0,11373.0,11370.5,11370.5,389612.0
1602363000,11370.5,11374.0,11370.5,11371.0,837968.0
1602363300,11371.0,11371.0,11370.0,11370.0,285442.0
1602363600,11370.0,11370.5,11340.0,11340.5,4778365.0
1602363900,11340.5,11347.5,11327.5,11342.5,5207922.0
1602364200,11342.5,11346.5,11342.0,11346.0,2133822.0
1602364500,11346.0,11353.5,11346.0,11353.5,741926.0
1602364800,11353.5,11371.0,11353.0,11370.5,1894427.0
1602365100,11370.5,11379.5,11369.5,11370.0,2758274.0
1602365400,11370.0,11379.0,11364.5,11369.5,3493915.0
1602365700,11369.5,11377.0,11369.0,11373.5,1941596.0
1602366000,11373.5,11374.0,11371.0,11371.0,770989.0
1602366300,11371.0,11381.5,11371.0,11381.0,2717690.0
1602366600,11381.0,11381.5,11376.5,11376.5,1563556.0
1602366900,11376.5,11377.0,11373.5,11373.5,833305.0
1602367200,11373.5,11374.0,11336.5,11350.0,6661841.0
1602367500,11350.0,11358.5,11349.5,11351.5,899249.0
1602367800,11351.5,11356.0,11351.5,11355.5,721667.0
1602368100,11355.5,11372.5,11355.5,11360.0,1769226.0
1602368400,11360.0,11366.0,11350.5,11351.0,2503469.0
1602368700,11351.0,11354.5,11345.0,11346.0,2366060.0
1602369000,11346.0,11357.5,11346.0,11355.5,1359230.0
1602369300,11355.5,11363.0,11355.0,11357.0,1073668.0
1602369600,11357.0,11373.5,11356.5,11363.5,2263621.0
1602369900,11363.5,11364.0,11354.5,11359.5,1081137.0
